Project_Name,Primary_Environmental_Mechanism,Procedure,Environmental_Aspect,Obligation_Number,Obligation,Accountability,Responsibility,ProjectPhase,Action_DueDate,Close_Out_Date,Status,Supporting_Information,General_Comments,Compliance_Comments,NonConformance_Comments,Evidence,PersonEmail,Recurring_Obligation,Recurring_Frequency,Recurring_Status,Recurring_Forcasted_Date,Inspection,Inspection_Frequency,Site_or_Desktop,"New_Control_action_required ",Obligation_type
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-199,"Notifiable Incident: Condition 5-6 MS1180 - Where the following fauna Outcomes are not achieved or exceeded:
�	clearing in the fauna habitat type identified as Rocky Outcrops shall not exceed 0.16 ha.",SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Written notification must be provided within seven days. The CONTRACTOR will provide the OWNER with information required for the OWNER to provide a further report within 21 days of the exceedance.,,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Limitations and extent of proposal ,PCEMP-200,Notifiable Incident: Condition 5-6 MS1180 - Any Exceedance of threshold criteria specified in the Confirmed Fauna Management Plan.,SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Written notification must be provided within seven days. The CONTRACTOR will provide the OWNER with information required for the OWNER to provide a further report within 21 days of the exceedance.,,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-201,Notifiable Incident: Condition 9-5 MS1180 - Non-achievement of management targets within the Cultural Heritage Management Plan,SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Written notification must be provided within 21 days. The CONTRACTOR will provide the OWNER with information required for the OWNER to provide a further report within 90 days of the exceedance.,,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-202,Notifiable Incident: Condition 9-6 MS1180 - Non-achievement of management actions within the Cultural Heritage Management Plan.,SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Written notification must be provided within seven days. The CONTRACTOR will provide the OWNER with information required for the OWNER to provide a further report within 28 days of the non-achievement.,,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-203,"Notifiable Incident: Condition 18 W6875/2023/1 - The works approval holder must, where the requirements for calibration cannot be practicably met, or discrepancy exists in the interpretation of the requirements, bring these issues to the attention of the CEO accompanied with a report comprising details of any modifications.",SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Written notification must be provided within seven days,,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-204,"Notifiable Incident: PPA Requirement - A hydrocarbon spill, of any quantity, directly into the marine waters of Dampier Port.",SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Written notification must be provided as soon as practicable. A Marine Pollution Repot (POLREP) shall be submitted to PPA within 24 hours of any marine spill occuring.,,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Cultural Heritage Management,PCEMP-205,OWNER Incident Response shall be followed by all the CONTRACTOR and Subcontractor personnel if a notifiable (environmental or heritage) incident occurs.,SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Can be found in Figure 9 of the Portside CEMP,,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-206,"Incidents will be investigated in accordance with the HSSE Incident Notification, Investigation and Reporting Procedure (0000-ZA-E-02940). The incident investigation will be initiated immediately by the HSSE Manager, and the supervisor of the work group involved.",SCJV,SCJV - HSSE Manager,Throughout the project,10/1/2027,,Not Started,,Section 8.1.2 of PCEMP,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-207,Responsibility and deadlines as agreed by the incident investigation team for approved close out actions will be clearly identified on the incident and injury investigation report form (0000-ZA-E-02989) managed through InControl (CONTRACTOR�s electronic incident management system). The HSSE Manager will ensure the action items are closed out in an efficient and timely manner.,SCJV,SCJV - HSSE Manager,Throughout the project,10/1/2027,,Not Started,,Section 8.1.2 of PCEMP,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Regulatory Compliance Reporting,PCEMP-208,Incident investigation findings will be provided to the OWNER for their regulatory reporting.,SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Written incidecation must be provided within 21 days,Section 8.1.2 of PCEMP,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-209,"All personnel working on Portside works shall immediately report all environmental and heritage incidents, and near misses, to the relevant supervisor who shall notify the CONTRACTOR�s HSSE Manager (or their representative). If an incident occurs under a Sub-contractor�s oversight, they are required to complete the CONTRACTOR�s Incident Response Form for data consistency.",SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,,Section 8.1.3 of PCEMP,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-210,The Incident Injury Report Form can be modified but will include the following details:,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,"�	Description of the incident (date, time, location, description)
�	Incident type (environmental impact, non-compliance, potential incident, community complaint)
�	Incident classification
�	Investigation findings
�	Immediate actions taken
�	Actions planned",Section 8.1.3 of PCEMP,Verify compliance through audits and reporting.,,,,No,,,,No,,,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-211,Any incident that has caused (or potentially caused) any environmental contamination or harm beyond the boundary of the lease with PPA is required to be reported to PPA as soon as practicable. The incident should be reported verbally soon as practicable (as per below) and an Incident Report Form should be submitted as soon as practicable via the Incident Management Portal on PPA�s website. PPA�s Incident Management Procedure can be used to support reporting requirements.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,"Verbal Incident Reporting to PPA:
�	During business hours � to the PPA Representative, or to PPA�s Environment and Heritage team via 62174 7112 (PPA main switch)
�	Outside of business hours � to the PPA Security Team (089159 6584)",Section 8.1.4 of PCEMP,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-213,"Regulatory Incident Reporting: Sub-contractors shall report to the CONTRACTOR and provide all relevant information, evidence, investigations etc. to the CONTRACTOR to properly report to the OWNER. The HSSE Manager will be notified of all events relating to a breach of regulatory obligations and will inform the OWNER of the event and the management actions taken.",SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,,Section 8.1.5 of PCEMP,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Cultural Heritage Management,PCEMP-214,"In the event of an unexpected find including cultural heritage items or new material suspected of containing potentially hazardous substances, the following procedures shall be implemented.",SCJV,SCJV - Lead Environmental Advisor,Exceedance/Non-Conformance,1/1/2027,,Not Started,"�	Stop/prevent any activity in the area;
�	Place signage and barricade area � make area safe. Do not touch or disturb the item/material;
�	Report the Unexpected Occurrence/Finding to Supervisor and PPA Representative
�	Record the location, visual appearance, odour, and extent, type of accident or material and mode of discovering the material to Supervisor and PPA Representative.
�	Obtain assistance from a suitably qualified practitioner in identifying the potential hazard to human health or the environment in accordance with regulatory requirements. For cultural heritage items refer to OWNER�s Cultural Heritage Management Plan (CHMP);
�	Establish management actions in compliance with regulatory requirements;
�	Obtain the approval from HSSE Manager and PPA Representative and of the relevant regulator for the proposed management actions;
�	Implement the approval management action plan and seek on-going advice as necessary;
�	Document the findings and compliance with the approved action plan and provide documentation to HSSE Manager and PPA Representative; and
�	Update the Portside CEMP procedures and controls as required",Section 8.2 of PCEMP,Verify compliance through audits and reporting.,,,,No,,,,Yes,As required,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Cultural Heritage Management,PCEMP-215,"If new archaeological material has been discovered, the following procedure must be adopted.",SCJV,SCJV - Lead Environmental Advisor,Exceedance/Non-Conformance,1/1/2027,,Not Started,"�	Work is immediately stopped in the area of the suspected object and the area is to be cordoned off to 5m around the suspected object. Signposts shall be used to inform personnel.
�	Any suspected Aboriginal Site identified during the construction phase must be reported to the CONTRACTOR Construction Manager and the OWNER Environment and Heritage Manager immediately, and any such site identified must not be further disturbed until the OWNER and the CONTRACTOR obtains all necessary approvals from appropriate authorities and external stakeholders. A written copy of approvals must be kept onsite.
�	The OWNER will consult with MAC and engage the services of an archaeologist to assess the archaeological material and provide a report for the OWNER.
�	For previously unidentified items of potential Aboriginal heritage significance, an assessment of the significance of the item(s) and determination of appropriate mitigation measures, including when Works can re-commence, should be undertaken by a suitably qualified and experienced archaeologist in consultation with MAC.
�	Assessment whether the Aboriginal Heritage impacts are consistent with approved impacts of the PROJECT.
�	The OWNER will form a view of what course of action is to be followed. The OWNER Environment and Heritage Manager (or delegated representative) will advise all PROJECT personnel when the above process has been completed and if work can continue on the area.
�	The CONTRACTOR will comply with Law in relation to the Aboriginal Site, including obtaining section 18 consent under the AH Act where required.
�	Obtain OWNER approval prior to all consultations with Aboriginal representatives (MAC) in relation to the Aboriginal Site.
�	Personnel working in the area shall be notified, to ensure the site is not damaged.",,Verify compliance through audits and reporting.,,,,No,,,,Yes,As required,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Cultural Heritage Management,PCEMP-216,"In the instance where skeletal remains are identified or encountered onsite, the following will be implemented.",SCJV,SCJV - Lead Environmental Advisor,Exceedance/Non-Conformance,1/1/2027,,Not Started,"�	Where suspected human skeletal material is encountered during the construction activities, the CONTRACTOR and subcontractors must cease activities in the area, delineate off the area to a distance of 5 metres around the object, and the responsible work group will immediately notify the CONTRACTOR Environmental Lead who will notify the occurrence to the OWNER Environment and Heritage Manager, Western Australian Police Service and the Department of Planning, Land and Heritage.
�	The CONTRACTOR shall ensure the remains remain in situ and undisturbed until the Registrar or WA Police decides on how to proceed in respect of the remains.
�	The OWNER will, at its expense, manage the remains in accordance with the Registrar�s decision and notify the whereabouts of the remains to the Registrar.
�	The OWNER Environment and Heritage Manager (or an approved CONTRACTOR delegate for the OWNER) will notify the relevant person(s) as set out below:
�	Under Section 17 of the Coroners Act 1996 the local Police / Coroner�s office must be notified.
�	Only if human remains are suspected by the Police/Coroner�s office to be Aboriginal, the Registrar (canceliered) as well as the Federal Minister for Aboriginal Affairs needs to be informed.
�	Only if human remains are suspected by the Police/Coroner�s office to be Aboriginal, at the same time as other individuals and agencies are contacted, the OWNER will notify the MAC of the discovery. MAC is to be consulted as to the management of the material once Aboriginal origin has been determined. Appropriate arrangements are to be made for nominated Aboriginal people to attend the site, if not already present.
�	A suitable keeping place or re-interment location shall be agreed between the OWNER, MAC and the DIA.
�	All PROJECT personnel must be informed of this requirement and of the requirement to cease work in the area if such material is uncovered.
�	Work can only recommence once full clearance from the relevant Authority is obtained.
�	Collecting of items of cultural heritage is prohibited across the PROJECT site and outside of the PDE.
�	Controls will be implemented to prevent sedimentation, run-off, and change of drainage into protected cultural sites.",,Verify compliance through audits and reporting.,,,,No,,,,Yes,As required,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Administration,PCEMP-217,All complaints received from the public are to be recorded in a complaint register which will record a minimum of the following.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,"�	Contact details of the party raising the concern
�	Details of the issue/incident
�	Action taken or required
�	Response of the party raising the concern to the action taken
�	Actions taken to prevent reoccurrence.
Environmental complaints will be notified to the OWNER representative within 24 hours of being received.",,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Administration,PCEMP-218,"Should the OWNER raise an issue or complaint regarding CONTRACTOR�s or Sub-Contractors, this will be issued to the CONTRACTOR. The CONTRACTOR Project Manager is responsible for maintaining a complaints register.",SCJV,SCJV - Project Manager,Throughout the project,10/1/2027,,Not Started,"The CONTRACTOR Project Manager, in consultation with the OWNER, will apply an adaptive approach to corrective actions to address the issue or complaint made.",,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Administration,PCEMP-219,"All personnel�s behavioural non-conformances displayed on work sites (including breaches of regulations, procedures, and processes) will be managed in accordance with Discipline and Termination Procedure (CORP-HR-PR-G-0012). Behavioural non-compliances will be reviewed by the SLT utilising the Incident Review Presentation Template to identify organisational lessons and improvements.",SCJV,SCJV - Project Manager,Throughout the project,10/1/2027,,Not Started,,,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Administration,PCEMP-220,"The PROJECT�s Emergency Preparedness and Response Plan (0000-ZA-E-09711) shall be implemented by the CONTRACTOR within the PDE, in relation to emergency preparedness and response.",SCJV,SCJV - Project Manager,Throughout the project,10/1/2027,,Not Started,Written the prcation must be provided within 21 days,,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-221,"In the event of a hydrocarbon or hazardous substance spill, the procedure from Hydrocarbons & Hazardous Substances Management Protocol (0000-ZA-E-09071) should be followed, which details the following procedure.",SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,"�	Prevent spill from spreading by using booms/socks in spill kit or by making a makeshift bund and control access to spill area.
�	Soak up the spill with absorbent material and ensure the surface is left clean. Collect used absorbent material in a heavy plastic bag or other suitable container and arrange for disposal at an appropriate facility.
�	Soils contaminated by spills are to be removed to an appropriate stockpile location for remediation or disposal.
�	Spills are to be contained immediately and remediated within 24 hours to minimise the potential for contaminants to enter groundwater, marine environments or land
�	If a spill cannot be cleaned up immediately, ensure it is appropriately isolated (controlled) and contained.
�	Arrange to have a suitable third party available to attend any major spill clean-up, not able to be adequately addressed with site spill kits.
�	Report all spills as an environmental incident using InControl system.",,Verify compliance through audits and reporting.,,,,No,,,,Yes,As required,Site,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-222,"If spillages of hydrocarbons occur into water within Port Limits, PPA must be immediately notified as per the Port of Dampier Handbook and Section 8.1.4.",SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,Written if spication must be provided within 21 days,,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,Y,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-223,The CONTRACTOR Lead Environmental Advisor will collect Environmental KPIs in accordance with HSSE Performance Monitoring and Reporting Procedure (0000-ZA-E-02939) and to meet the OWNER and regulator reporting requirements as per Section 7. The CONTRACTOR will compile data provided by Sub-contractors.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,,,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-224,The CONTRACTOR Lead Environmental Advisor will compile the below data into a report template for a PROJECT Environmental Monthly Report. It is the CONTRACTOR�s responsibility to ensure the template reflects latest approval conditions. The report fulfils the Contractor Management System and will be provided to the owner to support OWNER reporting requirements. The Environmental Monthly Report shall be provided to the OWNER on the first week of the new calendar month.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,8/31/2024,,Not Started,"The Monthly Environmental Report should include:
�	Description of construction activities undertaken for the month including a summary of current key environmental issues and risks
�	An updated Environmental Impacts and Aspects Register
�	Environmental Approvals Register, including status and copies of any obtained environmental approvals and associated conditions.
�	A summary of spoil type and classification, spoil quantity and disposal locations for the month, any unexpected finds and associated management actions (where applicable).
�	If dewatering is deemed necessary, a dewatering plan will be developed to outline reporting requirements.
�	Records of:
�	Water usage (potable vs non-potable)
�	Fuel usage (L)
�	Waste tonnage (T) and wastewater volumes (m3) including waste segregation � landfill, recyclables, hazardous wastes, hydrocarbons
�	Chemical usage (L)
�	Summary of environmental and heritage incidents and corrective actions
�	Summary of audit / inspection findings and corrective actions undertaken
�	Summary of community and Stakeholder complaints
�	Summary of key environmental risks for the next period and proposed mitigation measures
�	Summary of environmental monitoring undertaken for the month and a copy of any environmental Reports or data
�	Summary of environmental inductions, training or awareness sessions
�	Relevant spatial data
�	Additional Condition requirements of MS 1180 or other environmental approvals for the PROJECT.
�	NGERS data that could be required (i.e. Fuel usage, Energy use etc.)",,Verify compliance through audits and reporting.,,,,Yes,Monthly,Not Started,8/31/2024,No,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-225,"All subcontractors working under the CONTRACTOR during the construction works, will be required to provide the CONTRACTOR HSSE Deputy or Environmental delegate with a monthly report.",SCJV,SCJV - Lead Environmental Advisor,Throughout the project,8/31/2024,,Not Started,The subcontractor report will be provided to the CONTRACTOR on the same template and format that the CONTRACTOR report to the OWNER on (TBC) with all information as stated in section 10.1 that is relevant to the sub-contractor.,,Verify compliance through audits and reporting.,,,,Yes,Monthly,Not Started,8/31/2024,No,,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-226,"The CONTRACTOR shall record, and report data related to GHG emissions, energy production and energy consumption from facilities, plant and equipment during construction activities. The CONTRACTOR shall prepare a data collection and reporting framework and procedure for the works.",SCJV,SCJV - Project Environmental Representative,Throughout the project,10/31/2024,,Not Started,"The report must include data relating to the following:
�	Scope 1 emissions - (direct release of GHG�s into the atmosphere as a direct result of an activity) (i.e. Fuel consumption, metal products, wastes).
�	Source of emission.
�	The methods in the NGER Measurement Determination used to estimate the emissions.
�	The total amount of GHG emitted from the source.
�	Scope 2 emissions - (the release of a greenhouse gas into the atmosphere as a direct result of one or more activities that generate electricity, heating, cooling or steam that is consumed by the facility but that do not form part of the facility).
�	Reportable when the electricity is consumed at the main electricity grid of WA.
�	Consumed from a network other than the main grid.
�	Consumed from a direct connection from the producer.
�	Energy production (extraction or capture of energy from natural sources and manufacture of energy by the conversion of energy from one form into another and;
�	Energy consumption.
NGERS reporting shall be in accordance with the WEBUILD NGERS reporting tool.",,Verify compliance through audits and reporting.,,,,Yes,Annual,Not Started,10/31/2024,No,,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-227,The CONTRACTOR will conduct Audit�s as per Table 16. Non-conformances will be recorded as per the EMS and this Portside CEMP. A copy of the audit reports will be provided to the OWNER with supporting information once actions have been closed.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,Written the cocation must be provided within 21 days,,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Administration,PCEMP-228,"As per Condition 15-1 of MS 1180, the OWNER has prepared a Compliance Assessment Plan (CAP) that defines the method, approach, timing, and frequency of compliance reporting to the regulator. The CONTRACTOR shall provide supporting information to the OWNER to meet its requirements as per the CAP.",SCJV,SCJV - Project Environmental Representative,Throughout the project,10/1/2027,,Not Started,,,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Regulatory Compliance Reporting,PCEMP-229,The CONTRACTOR and OWNER have regulatory reporting required to demonstrate compliance with environmental approvals conditions. These regulatory compliance reporting requirements are outlined in Table 18.,SCJV,SCJV - Project Environmental Representative,Throughout the project,10/1/2027,,Not Started,,,Verify compliance through audits and reporting.,,,,Yes,,,,No,,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-230,Data from monitoring (monthly reports) will undergo a management review annually.,SCJV,SCJV - Project Environmental Representative,Throughout the project,8/1/2025,,Not Started,Written data fcation must be provided within 21 days,,Verify compliance through audits and reporting.,,,,Yes,Annual,Not Started,8/1/2025,No,,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-231,"Reviews of this CEMP, and incorporated management plans, will be conducted annually (or to comply with the Clough CMS Audit schedule) to ensure system and legislative compliance and incorporate additional controls if deemed necessary from monitoring data.",SCJV,SCJV - Project Environmental Representative,Throughout the project,8/2/2025,,Not Started,Written reviewcation must be provided within 21 days,,Verify compliance through audits and reporting.,,,,Yes,Annual,Not Started,8/1/2025,No,,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-232,Any future approvals will trigger a review of this CEMP to incorporate any approval conditions.,SCJV,SCJV - Project Environmental Representative,Throughout the project,10/1/2027,,Not Started,Future approvals refer to licences and approvals under Part V of the EP Act for certain planned activities,,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Portside CEMP,PCEMP-233,"Where there have been relevant changes to proposal activities and/or environmental harm (as defined in the EP Act 1986) has occurred, the CONTRACTOR shall.",SCJV,SCJV - Project Manager,Throughout the project,10/1/2027,,Not Started,"�	Immediately notify the OWNER Environmental & Heritage Manager.
�	Provide all information required by the OWNER Environmental & Heritage Manager in a timely manner to allow the OWNER to report the change / incident to DWER.
�	Provide all information required by the OWNER in a timely manner to allow the OWNER to prepare and provide a report to the CEO of DWER in accordance with the conditions 4-8 (4), 5-6 (4), 8-5 (4) (9-5 (3), 9-6 (4), 10-2 (4) MS 1180.",,Verify compliance through audits and reporting.,,,,No,,,,No,,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Cultural Heritage Management ,PCEMP-234,No photography of Aborigional heritage sites is permitted without consent.,SCJV,SCJV - Environmental Lead,Throughout the project ,10/1/2027,,Not Started,,,,,,,No,,,,No,,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Cultural Heritage Management ,PCEMP-235,"Sub-contractors are required to submit a Blast Plan Management Plan to the CONTRACTOR which details the proposed activities, locations to known heritage sites, access, methods and suitable protective measures.",SCJV,SCJV - Project Manager,Design and Construction ,10/1/2027,,Not Started,,,,,,,No,,,,No,,Desktop,,
SCJV - Pilbara Ports,Portside CEMP,,Reporting ,PCEMP-236,"Cultural Heritage notifiable incidents, including unexpected finds, shall be reported to PPA via PPA's Reporting Portal.",SCJV,Perdaman - Management,Throughout the project ,10/1/2027,,Not Started,,,,,,,No,,,,No,,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Cultural Heritage Management ,PCEMP-236,Maps will be made available to the Drill and Blast Supervisor which detail rock art and other Aboriginal heritage sites and the potential areas of impact.,SCJV,SCJV - Senior Environmental Advisor,Prior to Construction ,10/1/2027,,Not Started,,,,,,,No,,,,No,,Desktop,,
